152	ML143372.1	396515	3149660160
153	ML143380.1	412368	3150184448
154	ML143377.1	519485	3150708736
155	MU273335.1	211934	3151233024
156	MU273392.1	189707	3151495168
157	ML143345.1	341066	3151757312
158	MU273373.1	722645	3152281600
159	MU273393.1	68810	3153068032
160	MU273394.1	140567	3153330176
161	MU273372.1	104537	3153592320
162	MU273370.1	344606	3153854464
163	MU273385.1	137818	3154378752
164	MU273334.1	210426	3154640896
165	MU273367.1	196262	3154903040
166	MU273336.1	250447	3155165184
167	MU273371.1	122722	3155427328
168	MU273383.1	172609	3155689472
169	KQ458386.1	405389	3155951616
170	MU273351.1	205691	3156475904
171	ML143358.1	270122	3156738048
172	KV575244.1	673059	3157262336
173	MU273376.1	87715	3158048768
174	MU273377.1	334997	3158310912
175	MU273389.1	355731	3158835200
176	ML143381.1	403128	3159359488
177	KZ559100.1	44955	3159883776
178	ML143379.1	12295	3160145920
179	ML143354.1	454963	3160408064
180	ML143351.1	73265	3160932352
181	ML143353.1	25408	3161194496
182	ML143344.1	235734	3161456640
183	ML143349.1	276109	3161718784
184	KZ208912.1	589656	3162243072
185	ML143341.1	145975	3163029504
186	KZ208915.1	6367528	3163291648
187	KV880768.1	1927115	3169845248
188	KN196472.1	186494	3171942400
189	GL383545.1	179254	3172204544
190	GL383546.1	309802	3172466688
191	KI270824.1	181496	3172990976
192	KI270825.1	188315	3173253120
193	KQ090020.1	185507	3173515264
194	GL383547.1	154407	3173777408
195	KN538368.1	203552	3174039552
196	KI270826.1	186169	3174301696
197	KI270827.1	67707	3174563840
198	KZ559111.1	181167	3174825984
199	KI270829.1	204059	3175088128
200	KI270830.1	177092	3175350272
201	KI270831.1	296895	3175612416
202	KI270832.1	210133	3176136704
203	KI270902.1	106711	3176398848
204	KI270903.1	214625	3176660992
205	MU273368.1	261194	3176923136
206	KZ559110.1	301637	3177185280
207	KI270927.1	218612	3177709568
208	GL877875.1	167313	3177971712
209	GL383549.1	120804	3178233856
210	GL383550.2	169178	3178496000
211	KQ090023.1	109323	3178758144
212	GL877876.1	408271	3179020288
213	GL383552.1	138655	3179544576
214	KI270904.1	572349	3179806720
215	GL383553.2	152874	3180593152
216	KI270835.1	238139	3180855296
217	GL383551.1	184319	3181117440
218	KI270837.1	40090	3181379584
219	KI270833.1	76061	3181641728
220	KI270834.1	119498	3181903872
221	KI270836.1	56134	3182166016
222	KZ208918.1	174808	3182428160
223	KZ559112.1	154139	3182690304
224	KI270838.1	306913	3182952448
225	KI270839.1	180306	3183476736
226	KI270840.1	191684	3183738880
227	KI270841.1	169134	3184001024
228	KI270842.1	37287	3184263168
229	KI270843.1	103832	3184525312
230	KQ090024.1	168146	3184787456
231	KQ090025.1	123480	3185049600
232	KI270844.1	322166	3185311744
233	KI270845.1	180703	3185836032
234	KI270846.1	1351393	3186098176
235	KI270847.1	1511111	3187671040
236	KZ208919.1	171798	3189243904
237	ML143368.1	264228	3189506048
238	KI270852.1	478999	3190030336
239	KI270848.1	327382	3190554624
240	GL383554.1	296527	3191078912
241	KI270906.1	196384	3191603200
242	GL383555.2	388773	3191865344
243	KI270851.1	263054	3192389632
244	KI270849.1	244917	3192913920
245	KI270905.1	5161414	3193176064
246	KI270850.1	430880	3198418944
247	KQ031389.1	2365364	3198943232
248	MU273375.1	204007	3201564672
249	KI270853.1	2659700	3201826816
250	GL383556.1	192462	3204710400
251	GL383557.1	89672	3204972544
252	KI270855.1	232857	3205234688
253	KQ031390.1	169136	3205496832
254	KI270856.1	63982	3205758976
255	KQ090027.1	267463	3206021120
256	KQ090026.1	59016	3206545408
257	KZ208921.1	78609	3206807552
258	KI270854.1	134193	3207069696
259	KI270909.1	325800	3207331840
260	KV766197.1	246895	3207856128
261	KZ559114.1	116753	3208118272
262	MU273378.1	372839	3208380416
263	GL383563.3	375691	3208904704
264	KI270861.1	196688	3209428992
265	GL383564.2	133151	3209691136
266	GL000258.2	1821992	3209953280
267	KI270860.1	178921	3211788288
268	KI270907.1	137721	3212050432
269	KI270862.1	391357	3212312576
270	GL383565.1	223995	3212836864
271	KI270908.1	1423190	3213099008
272	KV766198.1	276292	3214671872
273	KI270910.1	157099	3215196160
274	GL383566.1	90219	3215458304
275	JH159146.1	278131	3215720448
276	JH159147.1	70345	3216244736
277	JH159148.1	88070	3216506880
278	KI270857.1	2877074	3216769024
279	KI270858.1	235827	3219652608
280	KI270859.1	108763	3219914752
281	KZ559116.1	163186	3220176896
282	GL383567.1	289831	3220439040
283	GL383568.1	104552	3220963328
284	GL383569.1	167950	3221225472
285	GL383570.1	164789	3221487616
286	GL383571.1	198278	3221749760
287	GL383572.1	159547	3222011904
288	KI270863.1	167999	3222274048
289	KI270864.1	111737	3222536192
290	KQ458385.1	205101	3222798336
291	KI270912.1	174061	3223060480
292	KI270911.1	157710	3223322624
293	KV575254.1	99845	3223584768
294	KV575246.1	163926	3223846912
295	KV575256.1	223118	3224109056
296	KV575253.1	166713	3224371200
297	KV575252.1	178197	3224633344
298	KV575255.1	161095	3224895488
299	KV575259.1	171263	3225157632
300	KI270917.1	190932	3225419776
301	KI270918.1	123111	3225681920
302	KI270919.1	170701	3225944064
303	KV575247.1	170206	3226206208
304	KV575248.1	168131	3226468352
305	KV575250.1	241058	3226730496
306	KV575249.1	293522	3226992640
307	KV575257.1	100553	3227516928
308	KI270920.1	198005	3227779072
309	KI270921.1	282224	3228041216
310	KI270922.1	187935	3228565504
311	KI270923.1	189352	3228827648
312	KI270929.1	186203	3229089792
313	KI270930.1	200773	3229351936
314	KI270931.1	170148	3229614080
315	KI270932.1	215732	3229876224
316	KI270933.1	170537	3230138368
317	KI270882.1	248807	3230400512
318	KI270883.1	170399	3230662656
319	KI270884.1	157053	3230924800
320	KI270885.1	171027	3231186944
321	KI270886.1	204239	3231449088
322	KI270887.1	209512	3231711232
323	KI270888.1	155532	3231973376
324	KV575258.1	156965	3232235520
325	KV575251.1	159285	3232497664
326	KV575260.1	145691	3232759808
327	KI270889.1	170698	3233021952
328	KI270890.1	184499	3233284096
329	GL000209.2	177381	3233546240
330	KI270891.1	170680	3233808384
331	KI270914.1	205194	3234070528
332	KI270915.1	170665	3234332672
333	KI270916.1	184516	3234594816
334	GL949746.1	987716	3234856960
335	GL949747.2	729520	3235905536
336	GL949748.2	1064304	3236691968
337	GL949749.2	1091841	3238002688
338	GL949750.2	1066390	3239313408
339	GL949751.2	1002683	3240624128
340	GL949752.1	987100	3241672704
341	GL949753.2	796479	3242721280
342	GL383573.1	385657	3243769856
343	GL383574.1	155864	3244294144
344	GL383575.2	170222	3244556288
345	KI270866.1	43156	3244818432
346	GL383576.1	188024	3245080576
347	KI270867.1	233762	3245342720
348	KI270865.1	52969	3245604864
349	KI270938.1	1066800	3245867008
350	KI270868.1	61734	3247177728
351	MU273387.1	89211	3247439872
352	MU273330.1	516764	3247702016
353	KI270760.1	109528	3248226304
354	KI270762.1	354444	3248488448
355	GL383518.1	182439	3249012736
356	KI270759.1	425601	3249274880
357	KI270766.1	256271	3249799168
358	GL383519.1	110268	3250061312
359	KI270761.1	165834	3250323456
360	KQ458382.1	141019	3250585600
361	GL383520.2	366580	3250847744
362	KI270763.1	911658	3251372032
363	KQ458383.1	349938	3252420608
364	KI270765.1	185285	3252944896
365	KI270764.1	50258	3253207040
366	KQ983255.1	278659	3253469184
367	MU273331.1	847441	3253993472
368	KQ458384.1	212205	3255042048
369	KV880763.1	551020	3255304192
370	MU273332.1	335159	3256090624
371	KZ208904.1	166136	3256614912
372	KZ208905.1	140355	3256877056
373	KI270892.1	162212	3257139200
374	GL383577.2	128386	3257401344
375	KI270869.1	118774	3257663488
376	KI270870.1	183433	3257925632
377	KI270871.1	58661	3258187776
378	GL383578.2	63917	3258449920
379	GL383579.2	201197	3258712064
380	GL383580.2	74653	3258974208
381	GL383581.2	116689	3259236352
382	KI270872.1	82692	3259498496
383	KI270873.1	143900	3259760640
384	KI270874.1	166743	3260022784
385	GL383582.2	162811	3260284928
386	GL383583.2	96924	3260547072
387	KI270875.1	259914	3260809216
388	KI270876.1	263666	3261071360
389	KI270877.1	101331	3261595648
390	KI270878.1	186262	3261857792
391	KI270879.1	304135	3262119936
392	KB663609.1	74013	3262644224
393	KI270928.1	176103	3262906368
394	KN196485.1	156562	3263168512
395	KN196486.1	153027	3263430656
396	KQ458387.1	155930	3263692800
397	KQ458388.1	174749	3263954944
398	KQ759761.1	145162	3264217088
399	MU273337.1	431782	3264479232
400	MU273338.1	535251	3265003520
401	MU273339.1	500581	3265789952
402	KI270769.1	120616	3266314240
403	KI270767.1	161578	3266576384
404	GL383521.1	143390	3266838528
405	KI270772.1	133041	3267100672
406	GL383522.1	123821	3267362816
407	KI270770.1	136240	3267624960
408	KI270893.1	161218	3267887104
409	KI270894.1	214158	3268149248
410	GL582966.2	96131	3268411392
411	KI270773.1	70887	3268673536
412	KI270776.1	174166	3268935680
413	KI270768.1	110099	3269197824
414	KI270774.1	223625	3269459968
415	KI270771.1	110395	3269722112
416	KI270775.1	138019	3269984256
417	MU273340.1	284971	3270246400
418	KQ983256.1	535088	3270770688
419	KZ208907.1	181658	3271557120
420	KZ208908.1	140361	3271819264
421	JH636055.2	173151	3272081408
422	GL383526.1	180671	3272343552
423	KI270779.1	205312	3272605696
424	KI270777.1	173649	3272867840
425	KI270782.1	162429	3273129984
426	KI270783.1	109187	3273392128
427	KI270778.1	248252	3273654272
428	KI270895.1	162896	3273916416
429	KZ208909.1	175849	3274178560
430	KI270780.1	224108	3274440704
431	KI270924.1	166540	3274702848
432	ML143343.1	215443	3274964992
433	KI270781.1	113034	3275227136
434	KI270934.1	163458	3275489280
435	KZ559105.1	195063	3275751424
436	KI270935.1	197351	3276013568
437	KZ559101.1	164041	3276275712
438	KI270936.1	164170	3276537856
439	KZ559102.1	197752	3276800000
440	KI270937.1	165607	3277062144
441	KZ559103.1	302885	3277324288
442	KI270784.1	184404	3277848576
443	KQ983258.1	205407	3278110720
444	KV766193.1	420675	3278372864
445	GL383527.1	164536	3278897152
446	KI270790.1	220246	3279159296
447	GL383528.1	376187	3279421440
448	KI270787.1	111943	3279945728
449	GL000257.2	586476	3280207872
450	KI270785.1	119912	3280994304
451	KQ090013.1	90922	3281256448
452	MU273349.1	308682	3281518592
453	KI270786.1	244096	3282042880
454	KI270788.1	158965	3282305024
455	KI270789.1	205944	3282567168
456	KI270896.1	378547	3282829312
457	KI270925.1	555799	3283353600
458	KQ090014.1	163749	3284140032
459	KQ090015.1	236512	3284402176
460	MU273356.1	302485	3284664320
461	GL383532.1	82728	3285188608
462	KI270897.1	1144418	3285450752
463	GL383531.1	173459	3286761472
464	GL949742.1	226852	3287023616
465	GL339449.2	1612928	3287285760
466	KI270795.1	131892	3289120768
467	KI270791.1	195710	3289382912
468	GL383530.1	101241	3289645056
469	KI270898.1	130957	3289907200
470	KI270792.1	179043	3290169344
471	KI270796.1	172708	3290431488
472	KI270793.1	126136	3290693632
473	KI270794.1	164558	3290955776
474	KN196477.1	139087	3291217920
475	KV575243.1	362221	3291480064
476	KZ208910.1	135987	3292004352
477	MU273357.1	383128	3292266496
478	KQ090017.1	82315	3292790784
479	GL383533.1	124736	3293052928
480	KB021644.2	185823	3293315072
481	KI270797.1	197536	3293577216
482	KI270798.1	271782	3293839360
483	KI270799.1	152148	3294363648
484	KI270800.1	175808	3294625792
485	KI270801.1	870480	3294887936
486	KI270802.1	75005	3295936512
487	KI270758.1	76752	3296198656
488	GL000250.2	4672374	3296460800
489	GL000251.2	4795265	3301179392
490	GL000252.2	4604811	3306160128
491	GL000253.2	4677643	3310878720
492	GL000254.2	4827813	3315597312
493	GL000255.2	4606388	3320578048
494	GL000256.2	4929269	3325296640
495	KI270804.1	157952	3330277376
496	KI270806.1	158166	3330539520
497	GL383534.2	119183	3330801664
498	KI270805.1	209988	3331063808
499	KI270899.1	190869	3331325952
500	KI270809.1	209586	3331588096
501	KI270803.1	1111570	3331850240
502	KI270807.1	126434	3333160960
503	KZ559106.1	172555	3333423104
504	KZ208913.1	680662	3333685248
505	KI270808.1	271455	3334471680
506	MU273358.1	464417	3334995968
507	KI270811.1	292436	3335520256
508	KI270814.1	141812	3336044544
509	KI270810.1	374415	3336306688
510	KI270812.1	282736	3336830976
511	KI270815.1	132244	3337355264
512	KI270813.1	300230	3337617408
513	KI270816.1	305841	3338141696
514	KI270818.1	145606	3338665984
515	KI270817.1	158983	3338928128
516	KI270900.1	318687	3339190272
517	KI270819.1	133535	3339714560
518	KI270901.1	136959	3339976704
519	KI270820.1	36640	3340238848
520	KI270926.1	229282	3340500992
521	KZ559107.1	103072	3340763136
522	KI270821.1	985506	3341025280
523	KI270822.1	624492	3342073856
524	GL383539.1	162988	3342860288
525	GL383540.1	71551	3343122432
526	GL383541.1	171286	3343384576
527	GL383542.1	60032	3343646720
528	KI270823.1	439082	3343908864
529	KQ090018.1	163882	3344433152
530	KQ090019.1	134099	3344695296
531	MU273395.1	619716	3344957440
532	KI270880.1	284869	3345743872
533	KI270881.1	144206	3346268160
534	MU273396.1	294119	3346530304
535	KI270913.1	274009	3347054592
536	MU273397.1	330493	3347578880
537	KV766199.1	188004	3348103168
538	GL000008.2	209709	3348365312
539	GL000009.2	201709	3348627456
540	GL000194.1	191469	3348889600
541	GL000195.1	182896	3349151744
542	GL000205.2	185591	3349413888
543	GL000208.1	92689	3349676032
544	GL000213.1	164239	3349938176
545	GL000214.1	137718	3350200320
546	GL000216.2	176608	3350462464
547	GL000218.1	161147	3350724608
548	GL000219.1	179198	3350986752
549	GL000220.1	161802	3351248896
550	GL000221.1	155397	3351511040
551	GL000224.1	179693	3351773184
552	GL000225.1	211173	3352035328
553	GL000226.1	15008	3352297472
554	KI270302.1	2274	3352559616
555	KI270303.1	1942	3352821760
556	KI270304.1	2165	3353083904
557	KI270305.1	1472	3353346048
558	KI270310.1	1201	3353608192
559	KI270311.1	12399	3353870336
560	KI270312.1	998	3354132480
561	KI270315.1	2276	3354394624
562	KI270316.1	1444	3354656768
563	KI270317.1	37690	3354918912
564	KI270320.1	4416	3355181056
565	KI270322.1	21476	3355443200
566	KI270329.1	1040	3355705344
567	KI270330.1	1652	3355967488
568	KI270333.1	2699	3356229632
569	KI270334.1	1368	3356491776
570	KI270335.1	1048	3356753920
571	KI270336.1	1026	3357016064
572	KI270337.1	1121	3357278208
573	KI270338.1	1428	3357540352
574	KI270340.1	1428	3357802496
575	KI270362.1	3530	3358064640
576	KI270363.1	1803	3358326784
577	KI270364.1	2855	3358588928
578	KI270366.1	8320	3358851072
579	KI270371.1	2805	3359113216
580	KI270372.1	1650	3359375360
581	KI270373.1	1451	3359637504
582	KI270374.1	2656	3359899648
583	KI270375.1	2378	3360161792
584	KI270376.1	1136	3360423936
585	KI270378.1	1048	3360686080
586	KI270379.1	1045	3360948224
587	KI270381.1	1930	3361210368
588	KI270382.1	4215	3361472512
589	KI270383.1	1750	3361734656
590	KI270384.1	1658	3361996800
591	KI270385.1	990	3362258944
592	KI270386.1	1788	3362521088
593	KI270387.1	1537	3362783232
594	KI270388.1	1216	3363045376
595	KI270389.1	1298	3363307520
596	KI270390.1	2387	3363569664
597	KI270391.1	1484	3363831808
598	KI270392.1	971	3364093952
599	KI270393.1	1308	3364356096
600	KI270394.1	970	3364618240
601	KI270395.1	1143	3364880384
602	KI270396.1	1880	3365142528
603	KI270411.1	2646	3365404672
604	KI270412.1	1179	3365666816
605	KI270414.1	2489	3365928960
606	KI270417.1	2043	3366191104
607	KI270418.1	2145	3366453248
608	KI270419.1	1029	3366715392
609	KI270420.1	2321	3366977536
610	KI270422.1	1445	3367239680
611	KI270423.1	981	3367501824
612	KI270424.1	2140	3367763968
613	KI270425.1	1884	3368026112
614	KI270429.1	1361	3368288256
615	KI270435.1	92983	3368550400
616	KI270438.1	112505	3368812544
617	KI270442.1	392061	3369074688
618	KI270448.1	7992	3369598976
619	KI270465.1	1774	3369861120
620	KI270466.1	1233	3370123264
621	KI270467.1	3920	3370385408
622	KI270468.1	4055	3370647552
623	KI270507.1	5353	3370909696
624	KI270508.1	1951	3371171840
625	KI270509.1	2318	3371433984
626	KI270510.1	2415	3371696128
627	KI270511.1	8127	3371958272
628	KI270512.1	22689	3372220416
629	KI270515.1	6361	3372482560
630	KI270516.1	1300	3372744704
631	KI270517.1	3253	3373006848
632	KI270518.1	2186	3373268992
633	KI270519.1	138126	3373531136
634	KI270521.1	7642	3373793280
635	KI270522.1	5674	3374055424
636	KI270528.1	2983	3374317568
637	KI270529.1	1899	3374579712
638	KI270530.1	2168	3374841856
639	KI270538.1	91309	3375104000
640	KI270539.1	993	3375366144
641	KI270544.1	1202	3375628288
642	KI270548.1	1599	3375890432
643	KI270579.1	31033	3376152576
644	KI270580.1	1553	3376414720
645	KI270581.1	7046	3376676864
646	KI270582.1	6504	3376939008
647	KI270583.1	1400	3377201152
648	KI270584.1	4513	3377463296
649	KI270587.1	2969	3377725440
650	KI270588.1	6158	3377987584
651	KI270589.1	44474	3378249728
652	KI270590.1	4685	3378511872
653	KI270591.1	5796	3378774016
654	KI270593.1	3041	3379036160
655	KI270706.1	175055	3379298304
656	KI270707.1	32032	3379560448
657	KI270708.1	127682	3379822592
658	KI270709.1	66860	3380084736
659	KI270710.1	40176	3380346880
660	KI270711.1	42210	3380609024
661	KI270712.1	176043	3380871168
662	KI270713.1	40745	3381133312
663	KI270714.1	41717	3381395456
664	KI270715.1	161471	3381657600
665	KI270716.1	153799	3381919744
666	KI270717.1	40062	3382181888
667	KI270718.1	38054	3382444032
668	KI270719.1	176845	3382706176
669	KI270720.1	39050	3382968320
670	KI270721.1	100316	3383230464
671	KI270722.1	194050	3383492608
